NAMESPACE                       NAME                                                  IMAGE REPOSITORY                                                                                                                        TAGS                                                           UPDATED
onemobile-uat                   recipient-service                                     default-route-openshift-image-registry.apps.np.ocbcnisp.com/onemobile-uat/recipient-service                                             latest,0.0.1                                                   29 hours ago
onemobile-uat                   secondary-bonds-service                               default-route-openshift-image-registry.apps.np.ocbcnisp.com/onemobile-uat/secondary-bonds-service                                       latest,0.0.2,0.0.1                                             2 days ago
onemobile-uat                   serverjre                                             default-route-openshift-image-registry.apps.np.ocbcnisp.com/onemobile-uat/serverjre                                                     8                                                              18 months ago
onemobile-uat                   telegraphic-transfer-service                          default-route-openshift-image-registry.apps.np.ocbcnisp.com/onemobile-uat/telegraphic-transfer-service                                  latest,0.0.2,0.0.1                                             2 days ago
onemobile-uat                   token-service                                         default-route-openshift-image-registry.apps.np.ocbcnisp.com/onemobile-uat/token-service                                                 latest,0.0.1,0.0.1-SNAPSHOT,1.0.0-PROD + 1 more...             2 weeks ago
onemobile-uat                   user-service                                          default-route-openshift-image-registry.apps.np.ocbcnisp.com/onemobile-uat/user-service                                                  0.0.1,latest                                                   40 hours ago
onemobile-uat                   userservice                                           default-route-openshift-image-registry.apps.np.ocbcnisp.com/onemobile-uat/userservice                                                   latest,0.0.1,0.0.1-UAT,0.0.1-SNAPSHOT + 1 more...              12 months ago
onemobile-uat                   wealth-management-service                             default-route-openshift-image-registry.apps.np.ocbcnisp.com/onemobile-uat/wealth-management-service                                     0.0.2,latest,0.0.1                                             6 hours ago
onemobilebc-sit                 account-service                                       default-route-openshift-image-registry.apps.np.ocbcnisp.com/onemobilebc-sit/account-service                                             0.0.1,latest                                                   5 days ago
onemobilebc-sit                 activity                                              default-route-openshift-image-registry.apps.np.ocbcnisp.com/onemobilebc-sit/activity                                                    latest,0.0.1                                                   10 months ago
onemobilebc-sit                 activity-service                                      default-route-openshift-image-registry.apps.np.ocbcnisp.com/onemobilebc-sit/activity-service                                            latest,0.0.1                                                   9 months ago
onemobilebc-sit                 cc-service                                            default-route-openshift-image-registry.apps.np.ocbcnisp.com/onemobilebc-sit/cc-service                                                  latest,0.0.1                                                   6 weeks ago
onemobilebc-sit                 cif-service                                           default-route-openshift-image-registry.apps.np.ocbcnisp.com/onemobilebc-sit/cif-service                                                 latest,0.0.1                                                   3 weeks ago
onemobilebc-sit                 config-server                                         default-route-openshift-image-registry.apps.np.ocbcnisp.com/onemobilebc-sit/config-server                                               latest,0.0.1-SNAPSHOT                                          8 months ago
onemobilebc-sit                 deposito-service                                      default-route-openshift-image-registry.apps.np.ocbcnisp.com/onemobilebc-sit/deposito-service                                            latest,0.0.1                                                   2 weeks ago
onemobilebc-sit                 email-service                                         default-route-openshift-image-registry.apps.np.ocbcnisp.com/onemobilebc-sit/email-service                                               latest,0.0.1                                                   9 months ago
onemobilebc-sit                 health-service                                        default-route-openshift-image-registry.apps.np.ocbcnisp.com/onemobilebc-sit/health-service                                              latest,0.0.1                                                   9 months ago
onemobilebc-sit                 kemenkeu-service                                      default-route-openshift-image-registry.apps.np.ocbcnisp.com/onemobilebc-sit/kemenkeu-service                                            0.0.1,latest                                                   13 days ago
onemobilebc-sit                 login-service                                         default-route-openshift-image-registry.apps.np.ocbcnisp.com/onemobilebc-sit/login-service                                               latest,0.0.1                                                   8 days ago
onemobilebc-sit                 onboard-service                                       default-route-openshift-image-registry.apps.np.ocbcnisp.com/onemobilebc-sit/onboard-service                                             latest,0.0.1                                                   9 months ago
onemobilebc-sit                 parameter-service                                     default-route-openshift-image-registry.apps.np.ocbcnisp.com/onemobilebc-sit/parameter-service                                           0.0.1,latest                                                   9 hours ago
onemobilebc-sit                 recipient-service                                     default-route-openshift-image-registry.apps.np.ocbcnisp.com/onemobilebc-sit/recipient-service                                           latest,0.0.1,0.0.2                                             32 hours ago
onemobilebc-sit                 serverjre                                             default-route-openshift-image-registry.apps.np.ocbcnisp.com/onemobilebc-sit/serverjre                                                   8                                                              11 months ago
onemobilebc-sit                 user-service                                          default-route-openshift-image-registry.apps.np.ocbcnisp.com/onemobilebc-sit/user-service                                                latest,0.0.1                                                   9 months ago
onemobilebc-uat                 account-service                                       default-route-openshift-image-registry.apps.np.ocbcnisp.com/onemobilebc-uat/account-service                                             0.0.1,latest                                                   5 days ago
onemobilebc-uat                 activity-service                                      default-route-openshift-image-registry.apps.np.ocbcnisp.com/onemobilebc-uat/activity-service                                            latest,0.0.1                                                   9 months ago
onemobilebc-uat                 cc-service                                            default-route-openshift-image-registry.apps.np.ocbcnisp.com/onemobilebc-uat/cc-service                                                  latest,0.0.1                                                   6 weeks ago
onemobilebc-uat                 cif-service                                           default-route-openshift-image-registry.apps.np.ocbcnisp.com/onemobilebc-uat/cif-service                                                 latest,0.0.1                                                   3 weeks ago
onemobilebc-uat                 config-server                                         default-route-openshift-image-registry.apps.np.ocbcnisp.com/onemobilebc-uat/config-server                                               0.0.1-SNAPSHOT,latest                                          4 months ago
onemobilebc-uat                 deposito-service                                      default-route-openshift-image-registry.apps.np.ocbcnisp.com/onemobilebc-uat/deposito-service                                            latest,0.0.1                                                   6 weeks ago
onemobilebc-uat                 email-service                                         default-route-openshift-image-registry.apps.np.ocbcnisp.com/onemobilebc-uat/email-service                                               latest,0.0.1                                                   2 months ago
onemobilebc-uat                 health-service                                        default-route-openshift-image-registry.apps.np.ocbcnisp.com/onemobilebc-uat/health-service                                              0.0.1,latest                                                   9 months ago
onemobilebc-uat                 login-service                                         default-route-openshift-image-registry.apps.np.ocbcnisp.com/onemobilebc-uat/login-service                                               0.0.1,latest                                                   8 days ago
onemobilebc-uat                 onboard-service                                       default-route-openshift-image-registry.apps.np.ocbcnisp.com/onemobilebc-uat/onboard-service                                             latest,0.0.1                                                   9 months ago
onemobilebc-uat                 parameter-service                                     default-route-openshift-image-registry.apps.np.ocbcnisp.com/onemobilebc-uat/parameter-service                                           latest,0.0.1                                                   7 hours ago
onemobilebc-uat                 recipient-service                                     default-route-openshift-image-registry.apps.np.ocbcnisp.com/onemobilebc-uat/recipient-service                                           latest,0.0.1                                                   34 hours ago
onemobilebc-uat                 serverjre                                             default-route-openshift-image-registry.apps.np.ocbcnisp.com/onemobilebc-uat/serverjre                                                   8                                                              11 months ago
onemobilebc-uat                 user-service                                          default-route-openshift-image-registry.apps.np.ocbcnisp.com/onemobilebc-uat/user-service                                                0.0.1,latest                                                   9 months ago
oneshare-sit                    api                                                   default-route-openshift-image-registry.apps.np.ocbcnisp.com/oneshare-sit/api                                                            sit-0b84718,sit-0f6183e,sit-5d3943c + 22 more...               13 days ago
oneshare-sit                    web                                                   default-route-openshift-image-registry.apps.np.ocbcnisp.com/oneshare-sit/web                                                            sit-f69e9e7,sit-4146b48,sit-ccebcdd + 4 more...                5 weeks ago
openapi-sit-sit                 config-server                                         default-route-openshift-image-registry.apps.np.ocbcnisp.com/openapi-sit-sit/config-server                                               latest,0.0.1-SNAPSHOT                                          4 months ago
openapi-sit-sit                 serverjre                                             default-route-openshift-image-registry.apps.np.ocbcnisp.com/openapi-sit-sit/serverjre                                                   8                                                              4 months ago
openapi-sit                     account-linking-retail                                default-route-openshift-image-registry.apps.np.ocbcnisp.com/openapi-sit/account-linking-retail                                          latest,v2.6,v2.5,v2.4,v2.3,v2.2,v2.1 + 3 more...               21 months ago
openapi-sit                     config-server                                         default-route-openshift-image-registry.apps.np.ocbcnisp.com/openapi-sit/config-server                                                   0.0.1-SNAPSHOT,latest                                          3 months ago
openapi-sit                     inquirybalance                                        default-route-openshift-image-registry.apps.np.ocbcnisp.com/openapi-sit/inquirybalance                                                  latest,71f5dc76f3528508851a404c0f75e2237dc04e46 + 67 more...   20 months ago
openapi-sit                     java                                                  default-route-openshift-image-registry.apps.np.ocbcnisp.com/openapi-sit/java                                                            8                                                              21 months ago
openapi-sit                     openjdk                                               default-route-openshift-image-registry.apps.np.ocbcnisp.com/openapi-sit/openjdk                                                         8                                                              22 months ago
openapi-sit                     retail-account-management                             default-route-openshift-image-registry.apps.np.ocbcnisp.com/openapi-sit/retail-account-management                                       latest,0.0.1-SNAPSHOT,2.3.2.RELEASE                            7 weeks ago
openapi-sit                     retail-base-service                                   default-route-openshift-image-registry.apps.np.ocbcnisp.com/openapi-sit/retail-base-service                                             latest,0.0.1-SNAPSHOT                                          2 weeks ago
openapi-sit                     retail-fundtransfer-interbank                         default-route-openshift-image-registry.apps.np.ocbcnisp.com/openapi-sit/retail-fundtransfer-interbank                                   latest,0.0.1-SNAPSHOT                                          2 weeks ago
openapi-sit                     retail-fundtransfer-online                            default-route-openshift-image-registry.apps.np.ocbcnisp.com/openapi-sit/retail-fundtransfer-online                                      latest,0.0.1-SNAPSHOT,1.0,2.3.2.RELEASE                        2 weeks ago
openapi-sit                     retail-fundtransfer-overbooking                       default-route-openshift-image-registry.apps.np.ocbcnisp.com/openapi-sit/retail-fundtransfer-overbooking                                 latest,0.0.1-SNAPSHOT                                          12 days ago
openapi-sit                     serverjre                                             default-route-openshift-image-registry.apps.np.ocbcnisp.com/openapi-sit/serverjre                                                       8                                                              4 months ago
openapi-uat                     config-server                                         default-route-openshift-image-registry.apps.np.ocbcnisp.com/openapi-uat/config-server                                                   latest,1.0                                                     3 months ago
openapi-uat                     inquirybalance                                        default-route-openshift-image-registry.apps.np.ocbcnisp.com/openapi-uat/inquirybalance                                                  latest,v3.45,v3.44,v3.42,v3.41,dev + 46 more...                20 months ago
openapi-uat                     openjdk                                               default-route-openshift-image-registry.apps.np.ocbcnisp.com/openapi-uat/openjdk                                                         8                                                              21 months ago
openapi-uat                     retail-account-management                             default-route-openshift-image-registry.apps.np.ocbcnisp.com/openapi-uat/retail-account-management                                       latest,1.0                                                     6 weeks ago
openapi-uat                     retail-base-service                                   default-route-openshift-image-registry.apps.np.ocbcnisp.com/openapi-uat/retail-base-service                                             latest,1.0                                                     2 weeks ago
openapi-uat                     retail-fundtransfer-interbank                         default-route-openshift-image-registry.apps.np.ocbcnisp.com/openapi-uat/retail-fundtransfer-interbank                                   latest,1.0                                                     2 weeks ago
openapi-uat                     retail-fundtransfer-online                            default-route-openshift-image-registry.apps.np.ocbcnisp.com/openapi-uat/retail-fundtransfer-online                                      latest,1.0                                                     2 weeks ago
openapi-uat                     serverjre                                             default-route-openshift-image-registry.apps.np.ocbcnisp.com/openapi-uat/serverjre                                                       8                                                              3 months ago
openapi-uat                     user                                                  default-route-openshift-image-registry.apps.np.ocbcnisp.com/openapi-uat/user                                                            latest,1.03                                                    23 months ago
openshift-image-registry        redis-5-rhel7                                         default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift-image-registry/redis-5-rhel7                                      latest                                                         
openshift                       apicast-gateway                                       default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/apicast-gateway                                                   2.9.0.GA,latest,2.8.0.GA,2.7.0.GA + 6 more...                  7 months ago
openshift                       apicurito-ui                                          default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/apicurito-ui                                                      1.7,1.6,1.5,1.4,1.2,1.3                                        7 months ago
openshift                       cli                                                   default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/cli                                                               latest                                                         5 weeks ago
openshift                       cli-artifacts                                         default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/cli-artifacts                                                     latest                                                         5 weeks ago
openshift                       conjur-kubernetes-authenticator                       default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/conjur-kubernetes-authenticator                                   latest                                                         6 weeks ago
openshift                       dotnet                                                default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/dotnet                                                            2.1-el7,2.1-ubi8,3.1-el7,3.1-ubi8 + 5 more...                  7 months ago
openshift                       dotnet-21-jenkins-slave-rhel7                         default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/dotnet-21-jenkins-slave-rhel7                                     latest                                                         19 months ago
openshift                       dotnet-runtime                                        default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/dotnet-runtime                                                    2.1-el7,2.1-ubi8,3.1-el7,3.1-ubi8 + 5 more...                  7 months ago
openshift                       eap-cd-openshift                                      default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/eap-cd-openshift                                                  19,19.0,20,20.0,18,18.0,17,17.0,latest + 10 more...            7 months ago
openshift                       eap-cd-runtime-openshift                              default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/eap-cd-runtime-openshift                                          19,19.0,20,20.0,18,18.0,latest                                 7 months ago
openshift                       fedora                                                default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/fedora                                                            latest                                                         17 months ago
openshift                       fis-java-openshift                                    default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/fis-java-openshift                                                1.0,2.0                                                        2 years ago
openshift                       fis-karaf-openshift                                   default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/fis-karaf-openshift                                               1.0,2.0                                                        2 years ago
openshift                       fuse-apicurito-generator                              default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/fuse-apicurito-generator                                          1.6,1.7,1.5,1.4,1.2,1.3                                        7 months ago
openshift                       fuse7-console                                         default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/fuse7-console                                                     1.6,1.7,1.5,1.4,1.0,1.1,1.2,1.3                                7 months ago
openshift                       fuse7-eap-openshift                                   default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/fuse7-eap-openshift                                               1.6,1.7,1.5,1.4,1.0,1.1,1.2,1.3                                7 months ago
openshift                       fuse7-java-openshift                                  default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/fuse7-java-openshift                                              1.6,1.7,1.5,1.4,1.0,1.1,1.2,1.3                                7 months ago
openshift                       fuse7-karaf-openshift                                 default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/fuse7-karaf-openshift                                             1.7,1.5,1.4,1.0,1.1,1.2,1.3                                    7 months ago
openshift                       golang                                                default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/golang                                                            1.14.7-ubi8,latest,1.13.4-ubi7 + 2 more...                     5 weeks ago
openshift                       hello-world                                           default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/hello-world                                                       latest                                                         23 months ago
openshift                       hello-world-nexus                                     default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/hello-world-nexus                                                 latest                                                         22 months ago
openshift                       httpd                                                 default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/httpd                                                             2.4-el7,2.4-el8,latest,2.4                                     7 months ago
openshift                       installer                                             default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/installer                                                         latest                                                         5 weeks ago
openshift                       installer-artifacts                                   default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/installer-artifacts                                               latest                                                         5 weeks ago
openshift                       java                                                  default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/java                                                              latest,openjdk-11-el7,openjdk-11-ubi8 + 4 more...              7 months ago
openshift                       jboss-amq-62                                          default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/jboss-amq-62                                                      1.1,1.2,1.3,1.4,1.5,1.6,1.7                                    2 years ago
openshift                       jboss-amq-63                                          default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/jboss-amq-63                                                      1.0,1.1,1.2,1.3,1.4                                            2 years ago
openshift                       jboss-datagrid65-client-openshift                     default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/jboss-datagrid65-client-openshift                                 1.0,1.1                                                        2 years ago
openshift                       jboss-datagrid65-openshift                            default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/jboss-datagrid65-openshift                                        1.2,1.3,1.4,1.5,1.6                                            2 years ago
openshift                       jboss-datagrid71-client-openshift                     default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/jboss-datagrid71-client-openshift                                 1.0                                                            2 years ago
openshift                       jboss-datagrid71-openshift                            default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/jboss-datagrid71-openshift                                        1.0,1.1,1.2,1.3                                                2 years ago
openshift                       jboss-datagrid72-openshift                            default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/jboss-datagrid72-openshift                                        1.0,1.1,1.2                                                    2 years ago
openshift                       jboss-datagrid73-openshift                            default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/jboss-datagrid73-openshift                                        1.2,1.3,1.4,1.0,1.1                                            8 months ago
openshift                       jboss-datavirt64-driver-openshift                     default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/jboss-datavirt64-driver-openshift                                 1.7,1.0,1.1,1.2,1.3,1.4,1.5,1.6                                16 months ago
openshift                       jboss-datavirt64-openshift                            default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/jboss-datavirt64-openshift                                        1.7,1.0,1.1,1.2,1.3,1.4,1.5,1.6                                16 months ago
openshift                       jboss-decisionserver64-openshift                      default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/jboss-decisionserver64-openshift                                  1.6,1.0,1.1,1.2,1.3,1.4,1.5                                    16 months ago
openshift                       jboss-eap64-openshift                                 default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/jboss-eap64-openshift                                             1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9 + 1 more...                2 years ago
openshift                       jboss-eap70-openshift                                 default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/jboss-eap70-openshift                                             1.3,1.4,1.5,1.6,1.7                                            2 years ago
openshift                       jboss-eap71-openshift                                 default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/jboss-eap71-openshift                                             1.1,1.2,1.3,1.4,latest                                         2 years ago
openshift                       jboss-eap72-openjdk11-openshift-rhel8                 default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/jboss-eap72-openjdk11-openshift-rhel8                             1.0,1.1,latest                                                 7 months ago
openshift                       jboss-eap72-openshift                                 default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/jboss-eap72-openshift                                             1.2,1.1,1.0,latest                                             8 months ago
openshift                       jboss-eap73-openjdk11-openshift                       default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/jboss-eap73-openjdk11-openshift                                   7.3,7.3.0,latest                                               7 months ago
openshift                       jboss-eap73-openjdk11-runtime-openshift               default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/jboss-eap73-openjdk11-runtime-openshift                           7.3,7.3.0,latest                                               7 months ago
openshift                       jboss-eap73-openshift                                 default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/jboss-eap73-openshift                                             7.3,7.3.0,latest                                               7 months ago
openshift                       jboss-eap73-runtime-openshift                         default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/jboss-eap73-runtime-openshift                                     latest,7.3.0,7.3                                               7 months ago
openshift                       jboss-fuse70-console                                  default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/jboss-fuse70-console                                              1.0                                                            2 years ago
openshift                       jboss-fuse70-eap-openshift                            default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/jboss-fuse70-eap-openshift                                        1.0                                                            2 years ago
openshift                       jboss-fuse70-java-openshift                           default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/jboss-fuse70-java-openshift                                       1.0                                                            2 years ago
openshift                       jboss-fuse70-karaf-openshift                          default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/jboss-fuse70-karaf-openshift                                      1.0                                                            2 years ago
openshift                       jboss-processserver64-openshift                       default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/jboss-processserver64-openshift                                   1.6,1.0,1.1,1.2,1.3,1.4,1.5                                    16 months ago
openshift                       jboss-webserver30-tomcat7-openshift                   default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/jboss-webserver30-tomcat7-openshift                               1.1,1.2,1.3                                                    2 years ago
openshift                       jboss-webserver30-tomcat8-openshift                   default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/jboss-webserver30-tomcat8-openshift                               1.1,1.2,1.3                                                    2 years ago
openshift                       jboss-webserver31-tomcat7-openshift                   default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/jboss-webserver31-tomcat7-openshift                               1.0,1.1,1.2,1.3,1.4                                            2 years ago
openshift                       jboss-webserver31-tomcat8-openshift                   default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/jboss-webserver31-tomcat8-openshift                               1.0,1.1,1.2,1.3,1.4                                            2 years ago
openshift                       jboss-webserver50-tomcat9-openshift                   default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/jboss-webserver50-tomcat9-openshift                               1.0,1.1,1.2,latest                                             2 years ago
openshift                       jboss-webserver53-openjdk11-tomcat9-openshift         default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/jboss-webserver53-openjdk11-tomcat9-openshift                     1.0,latest                                                     7 months ago
openshift                       jboss-webserver53-openjdk8-tomcat9-openshift          default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/jboss-webserver53-openjdk8-tomcat9-openshift                      1.0,latest                                                     7 months ago
openshift                       jboss-webserver54-openjdk11-tomcat9-openshift-rhel7   default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/jboss-webserver54-openjdk11-tomcat9-openshift-rhel7               latest,1.0                                                     5 weeks ago
openshift                       jboss-webserver54-openjdk11-tomcat9-openshift-ubi8    default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/jboss-webserver54-openjdk11-tomcat9-openshift-ubi8                1.0,latest                                                     5 weeks ago
openshift                       jboss-webserver54-openjdk8-tomcat9-openshift-rhel7    default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/jboss-webserver54-openjdk8-tomcat9-openshift-rhel7                1.0,latest                                                     5 weeks ago
openshift                       jboss-webserver54-openjdk8-tomcat9-openshift-ubi8     default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/jboss-webserver54-openjdk8-tomcat9-openshift-ubi8                 1.0,latest                                                     5 weeks ago
openshift                       jenkin-agent-android                                  default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/jenkin-agent-android                                              3.0,latest                                                     11 months ago
openshift                       jenkins                                               default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/jenkins                                                           2,latest                                                       5 weeks ago
openshift                       jenkins-agent-base                                    default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/jenkins-agent-base                                                latest                                                         5 weeks ago
openshift                       jenkins-agent-maven                                   default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/jenkins-agent-maven                                               latest,v4.0                                                    5 weeks ago
openshift                       jenkins-agent-nodejs                                  default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/jenkins-agent-nodejs                                              latest,v4.0                                                    5 weeks ago
openshift                       jenkins-agent-nodejs-10-rhel7                         default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/jenkins-agent-nodejs-10-rhel7                                     latest                                                         14 months ago
openshift                       jenkins-agent-nodejs-12-rhel7                         default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/jenkins-agent-nodejs-12-rhel7                                     latest                                                         14 months ago
openshift                       jenkins-android-sdk                                   default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/jenkins-android-sdk                                               3.0,2.0,1.0                                                    10 months ago
openshift                       mariadb                                               default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/mariadb                                                           10.3-el7,10.3-el8,latest,10.3,10.2                             7 months ago
openshift                       modern-webapp                                         default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/modern-webapp                                                     10.x,latest                                                    2 years ago
openshift                       mongodb                                               default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/mongodb                                                           3.2,3.4,3.6,latest                                             2 years ago
openshift                       must-gather                                           default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/must-gather                                                       latest                                                         5 weeks ago
openshift                       myimage                                               default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/myimage                                                           latest                                                         
openshift                       mysql                                                 default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/mysql                                                             8.0-el7,8.0-el8,latest,5.7,8.0                                 7 months ago
openshift                       nginx                                                 default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/nginx                                                             1.18-ubi7,1.18-ubi8,latest,1.14-el8 + 6 more...                5 weeks ago
openshift                       nodejs                                                default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/nodejs                                                            14-ubi7,14-ubi8,latest,10-ubi7,10-ubi8 + 7 more...             5 weeks ago
openshift                       oauth-proxy                                           default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/oauth-proxy                                                       v4.4                                                           5 weeks ago
openshift                       openjdk                                               default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/openjdk                                                           8,latest                                                       
openshift                       openjdk-11-rhel7                                      default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/openjdk-11-rhel7                                                  1.1,1.0                                                        16 months ago
openshift                       openjdk-11-rhel8                                      default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/openjdk-11-rhel8                                                  1.0,1.1                                                        16 months ago
openshift                       openjdk-8-rhel8                                       default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/openjdk-8-rhel8                                                   1.2,1.0,1.1                                                    8 months ago
openshift                       ose-jenkins-agent-base                                default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/ose-jenkins-agent-base                                            latest                                                         13 months ago
openshift                       perl                                                  default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/perl                                                              5.30-ubi8,latest,5.26-el7,5.26-ubi8 + 4 more...                5 weeks ago
openshift                       php                                                   default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/php                                                               7.4-ubi8,latest,7.2-ubi8,7.3-ubi7 + 5 more...                  5 weeks ago
openshift                       postgresql                                            default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/postgresql                                                        10-el7,10-el8,12-el7,12-el8,9.6-el8 + 4 more...                7 months ago
openshift                       python                                                default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/python                                                            2.7-ubi7,2.7-ubi8,3.6-ubi8,3.8,3.8-ubi7 + 5 more...            7 months ago
openshift                       redhat-openjdk18-openshift                            default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/redhat-openjdk18-openshift                                        1.8,1.6,1.7,1.0,1.1,1.2,1.3,1.4,1.5                            8 months ago
openshift                       redhat-sso70-openshift                                default-route-openshift-image-registry.apps.np.ocbcnisp.com/openshift/redhat-sso70-openshift                                            1.3,1.4                                                        2 years ago
